Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Walls,BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,a1ae48ce-4bb1-5530-ba0b-e0d6ddba76c4,NUMBER,BLE_ELES,Type,Ble Wall Sound Transmission Class Rating Nr [ISO 19650-1:2018],False,,,,1,0
Walls,BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,5ee56aa6-f559-578c-9b72-6100c852fda1,NUMBER,BLE_ELES,Type,Ble Wall Thermal Transmittance U Value W M 2k Nr [ISO 19650-1:2018],False,,,,1,0
Walls,BLE_WALL_THICKNESS_MM,d0c788c3-fd82-50e8-8361-52f0e26cfc40,LENGTH,BLE_ELES,Type,Ble Wall Thickness Mm [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_FRAME_MAT_TXT,80c97926-59ac-5e7d-8ce0-236dd786bf9f,TEXT,BLE_ELES,Type,Ble Window Frame Mat Txt [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT,4d3d9bf9-9244-599c-88ae-16e0469fa44f,TEXT,BLE_ELES,Type,Ble Window Glazing Type Single Double Triple Txt [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_HEIGHT_MM,9e4ae2aa-fb63-55cc-8674-df05f460882f,LENGTH,BLE_ELES,Type,Ble Window Height Mm [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_OPERATION_TYPE_TXT,ad3d94fe-900b-5662-985c-54e2af3eb0f9,TEXT,BLE_ELES,Type,Ble Window Operation Type Txt [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_SILL_HEIGHT_FROM_FLR_MM,50341648-0677-525e-a2d8-6d8686e9e87e,LENGTH,BLE_ELES,Type,Ble Window Sill Height From Flr Mm [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR,f1e3b7f1-ee7b-51e2-8aa3-2039753098fc,NUMBER,BLE_ELES,Type,Ble Window Solar Heat Gain Coefficient Nr [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_U_VALUE_W_M_2K_NR,909af979-fe49-5c81-a0f8-db5c1f5e4ee0,NUMBER,BLE_ELES,Type,Ble Window U Value W M 2k Nr [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_VISIBLE_LIGHT_TRANSMITTANCE_PCT,21068de7-9b17-5dd0-a477-ec1688fa318a,NUMBER,BLE_ELES,Type,Ble Window Visible Light Transmittance Pct [ISO 19650-1:2018],False,,,,1,0
Windows,BLE_WINDOW_WIDTH_MM,d7506fd3-c17c-513a-8c82-2a632e55a0a6,LENGTH,BLE_ELES,Type,Ble Window Width Mm [ISO 19650-1:2018],False,,,,1,0
Generic Models,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,NUMBER,BLE_ELES,Type,Calculated tile area with 10% wastage [ISO 19650-3:2020],True,BLE_ELE_AREA_SQ_M * 1.1,BLE_ELE_AREA_SQ_M,ARCHITECTURAL,0,0
Generic Models,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,CST_PROC,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],True,ASS_CST_INSTALL_UGX_NR + (ASS_CST_ANNUAL_MAINTENANCE_UGX_NR * ASS_EXPECTED_LIFE_YEARS_YRS),"ASS_CST_INSTALL_UGX_NR, ASS_CST_ANNUAL_MAINTENANCE_UGX_NR, ASS_EXPECTED_LIFE_YEARS_YRS",COSTING,0,0
Generic Models,ASS_PMT_CST_TOTAL_CST_UGX_NR,ee737637-24a5-5a56-887c-4cff9ae1f9ea,CURRENCY,CST_PROC,Type,Ass Pmt Cst Total Cst Ugx Nr [ISO 19650-3:2020],True,ASS_PMT_CST_LABOUR_CST_UGX_NR + ASS_PMT_CST_MAT_CST_UGX_NR,"ASS_PMT_CST_LABOUR_CST_UGX_NR, ASS_PMT_CST_MAT_CST_UGX_NR",COSTING,0,0
Generic Models,CST_CALC_ADHESIVE_KG,6b26cd97-17ab-4225-860a-41b35d08e2fb,NUMBER,CST_PROC,Type,Tile adhesive needed (5.5 kg/m²) [ISO 19650-3:2020],True,CST_CALC_TILE_M2 * 5.5,CST_CALC_TILE_M2,CONSTRUCTION,0,0
Generic Models,CST_CALC_BLOCKS_NR,ba5d66ec-75db-4135-88d5-be53b118e636,NUMBER,CST_PROC,Type,Calculated blocks needed (12.5 blocks/m² with 3% wastage) [ISO 19650-3:2020],True,CST_S_MAS_NET_AREA_SQ_M * 12.5 * 1.03,CST_S_MAS_NET_AREA_SQ_M,CONSTRUCTION,0,0
Generic Models,CST_CALC_CEMENT_PLASTER_BAGS,349aa1b3-c19c-4ee1-9d55-cf612f25c382,NUMBER,CST_PROC,Type,Cement bags for plaster (6.5 bags/m³ for 1:4 mix) [ISO 19650-3:2020],True,CST_CALC_PLASTER_M3 * 6.5,CST_CALC_PLASTER_M3,CONSTRUCTION,0,0
Generic Models,CST_CALC_FASTENERS_NR,468502b3-fd75-4a13-8dd5-b1eef375ca61,NUMBER,CST_PROC,Type,Fasteners needed (8 screws per m²) [ISO 19650-3:2020],True,BLE_ELE_AREA_SQ_M * 8,BLE_ELE_AREA_SQ_M,CONSTRUCTION,0,0
Generic Models,CST_CALC_GROUT_KG,73dcb01b-c417-494b-94d6-a9c2ec185125,NUMBER,CST_PROC,Type,Grout needed (0.8 kg/m² for 5mm joints) [ISO 19650-3:2020],True,CST_CALC_TILE_M2 * 0.8,CST_CALC_TILE_M2,CONSTRUCTION,0,0
Generic Models,CST_CALC_MORTAR_M3,b8bf24b8-07db-420d-9db1-1c2087e8ca8a,NUMBER,CST_PROC,Type,Calculated mortar volume (0.0063 m³ per block) [ISO 19650-3:2020],True,CST_CALC_BLOCKS_NR * 0.0063,CST_CALC_BLOCKS_NR,CONSTRUCTION,0,0
Generic Models,CST_CALC_PLASTER_M3,cc247d49-6c49-486d-ad77-ef0a182d658d,NUMBER,CST_PROC,Type,Plaster volume (15mm thickness with 25% wastage) [ISO 19650-3:2020],True,BLE_FINISH_PLASTER_AREA_SQ_M * 0.015 * 1.25,BLE_FINISH_PLASTER_AREA_SQ_M,CONSTRUCTION,0,0
Generic Models,CST_CALC_PRIMER_LITERS,b7205856-0f63-4030-b690-7e7d842732d6,NUMBER,CST_PROC,Type,Primer needed (12 m²/liter coverage) [ISO 19650-3:2020],True,BLE_FINISH_PAINT_AREA_SQ_M / 12,BLE_FINISH_PAINT_AREA_SQ_M,CONSTRUCTION,0,0
Generic Models,CST_CALC_PUTTY_KG,f676b204-2f7d-42b7-b298-41d9d0591107,NUMBER,CST_PROC,Type,Wall putty needed (1.5 kg/m²) [ISO 19650-3:2020],True,BLE_FINISH_PAINT_AREA_SQ_M * 1.5,BLE_FINISH_PAINT_AREA_SQ_M,CONSTRUCTION,0,0
Generic Models,CST_CALC_RIDGE_CAP_M,a9a50bf6-3541-4104-8db5-917c06e1be54,NUMBER,CST_PROC,Type,Ridge capping length with 10% wastage [ISO 19650-3:2020],True,CST_S_FRM_BEAM_LENGTH_M * 1.1,CST_S_FRM_BEAM_LENGTH_M,CONSTRUCTION,0,0
Generic Models,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,NUMBER,CST_PROC,Type,Calculated sand for plaster (88% ratio with 10% wastage) [ISO 19650-3:2020],True,CST_CALC_PLASTER_M3 * 0.88 * 1.1,CST_CALC_PLASTER_M3,CONSTRUCTION,0,0
Generic Models,CST_CALC_SHEETS_NR,351fc9fb-0b19-451a-ac67-d6b09cf74287,NUMBER,CST_PROC,Type,Roofing sheets needed (3m² per sheet with 15% wastage) [ISO 19650-3:2020],True,(BLE_ELE_AREA_SQ_M / 3) * 1.15,BLE_ELE_AREA_SQ_M,CONSTRUCTION,0,0
Generic Models,CST_CALC_STEEL_KG,2e504781-c632-4448-8107-ee2238ddf443,NUMBER,CST_PROC,Type,Calculated steel reinforcement (90 kg/m³ typical) [ISO 19650-3:2020],True,CST_S_CON_VOLUME_CU_M * 90,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,CST_S_CON_AGGREGATE_VOLUME_CU_M,426e88b6-548f-5c28-adb2-efec4fc47d7f,VOLUME,CST_PROC,Type,Cst S Con Aggregate Volume Cu M [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 0.88 * 1.1,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,CST_S_CON_CEMENT_BAGS_NR,424e9aac-c0b7-5890-b302-bab5fd5785b3,NUMBER,CST_PROC,Type,Cst S Con Cement Bags Nr [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 6.5 * 1440 / 50,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,CST_S_CON_CST_TOTAL_UGX_NR,79396c2b-e76e-526c-83fe-470fe44b5f36,CURRENCY,CST_PROC,Type,Total concrete material cost [ISO 19650-2:2018],True,(CST_S_CON_CEMENT_BAGS_NR * 35000) + (CST_S_CON_SAND_VOLUME_CU_M * 80000) + (CST_S_CON_AGGREGATE_VOLUME_CU_M * 100000),"CST_S_CON_CEMENT_BAGS_NR, CST_S_CON_SAND_VOLUME_CU_M, CST_S_CON_AGGREGATE_VOLUME_CU_M",COSTING,0,0
Generic Models,CST_S_CON_SAND_VOLUME_CU_M,36863979-00ed-54f3-af15-db3364b8316d,VOLUME,CST_PROC,Type,Cst S Con Sand Volume Cu M [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 0.44 * 1.3,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,CST_S_CON_VOLUME_CU_M,f3301427-87c2-5034-ac6f-9ee284d845de,VOLUME,CST_PROC,Type,Cst S Con Volume Cu M [ISO 19650-2:2018],True,Length * Width * Thickness / 1000000000,"Length, Width, Thickness",CONSTRUCTION,0,0
Generic Models,CST_S_CON_VOLUME_WASTAGE_CU_M,c706cb23-0173-5173-b580-4ab217436de3,VOLUME,CST_PROC,Type,Concrete volume with 5% wastage [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 1.05,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,CST_S_CON_WTR_VOLUME_L,34bb9b34-2130-5d44-b3b3-20c9e6364019,VOLUME,CST_PROC,Type,Water volume for concrete (25L per 50kg cement bag) [ISO 19650-2:2018],True,CST_S_CON_CEMENT_BAGS_NR * 25,CST_S_CON_CEMENT_BAGS_NR,CONSTRUCTION,0,0
