ParameterGroup,ParameterName,GUID,DataType,BindingType,Description,RevitCategory
ASS_MNG,ASS_CRITICALITY_RATING_NR,fbbf5b6d-776a-58e2-a3ce-cbd9fbfe3f93,NUMBER,Type,ASSETCRITICALITYRATING,Plumbing Fixtures
ASS_MNG,ASS_CRITICALITY_RATING_NR,fbbf5b6d-776a-58e2-a3ce-cbd9fbfe3f93,NUMBER,Type,ASSETCRITICALITYRATING,Specialty Equipment
ASS_MNG,ASS_CRITICAL_SPARE_PARTS_REQUIRED_BOOL,5a1b2c3d-0251-4e5f-8a9b-123456789251,YESNO,Type,CRITICALSPAREPARTSREQUIRED,Casework
ASS_MNG,ASS_CRITICAL_SPARE_PARTS_REQUIRED_BOOL,5a1b2c3d-0251-4e5f-8a9b-123456789251,YESNO,Type,CRITICALSPAREPARTSREQUIRED,Electrical Equipment
ASS_MNG,ASS_CRITICAL_SPARE_PARTS_REQUIRED_BOOL,5a1b2c3d-0251-4e5f-8a9b-123456789251,YESNO,Type,CRITICALSPAREPARTSREQUIRED,Furniture
ASS_MNG,ASS_CRITICAL_SPARE_PARTS_REQUIRED_BOOL,5a1b2c3d-0251-4e5f-8a9b-123456789251,YESNO,Type,CRITICALSPAREPARTSREQUIRED,Generic Models
ASS_MNG,ASS_CRITICAL_SPARE_PARTS_REQUIRED_BOOL,5a1b2c3d-0251-4e5f-8a9b-123456789251,YESNO,Type,CRITICALSPAREPARTSREQUIRED,Mechanical Equipment
ASS_MNG,ASS_CRITICAL_SPARE_PARTS_REQUIRED_BOOL,5a1b2c3d-0251-4e5f-8a9b-123456789251,YESNO,Type,CRITICALSPAREPARTSREQUIRED,Plumbing Fixtures
ASS_MNG,ASS_CRITICAL_SPARE_PARTS_REQUIRED_BOOL,5a1b2c3d-0251-4e5f-8a9b-123456789251,YESNO,Type,CRITICALSPAREPARTSREQUIRED,Specialty Equipment
ASS_MNG,ASS_CST_ANNUAL_MAINTENANCE_UGX_NR,7523cd2c-274a-51bd-aa48-38df40b8f075,CURRENCY,Type,ANNUALMAINTENANCECOST(UGX),Casework
ASS_MNG,ASS_CST_ANNUAL_MAINTENANCE_UGX_NR,7523cd2c-274a-51bd-aa48-38df40b8f075,CURRENCY,Type,ANNUALMAINTENANCECOST(UGX),Electrical Equipment
ASS_MNG,ASS_CST_ANNUAL_MAINTENANCE_UGX_NR,7523cd2c-274a-51bd-aa48-38df40b8f075,CURRENCY,Type,ANNUALMAINTENANCECOST(UGX),Furniture
ASS_MNG,ASS_CST_ANNUAL_MAINTENANCE_UGX_NR,7523cd2c-274a-51bd-aa48-38df40b8f075,CURRENCY,Type,ANNUALMAINTENANCECOST(UGX),Generic Models
ASS_MNG,ASS_CST_ANNUAL_MAINTENANCE_UGX_NR,7523cd2c-274a-51bd-aa48-38df40b8f075,CURRENCY,Type,ANNUALMAINTENANCECOST(UGX),Mechanical Equipment
ASS_MNG,ASS_CST_ANNUAL_MAINTENANCE_UGX_NR,7523cd2c-274a-51bd-aa48-38df40b8f075,CURRENCY,Type,ANNUALMAINTENANCECOST(UGX),Plumbing Fixtures
ASS_MNG,ASS_CST_ANNUAL_MAINTENANCE_UGX_NR,7523cd2c-274a-51bd-aa48-38df40b8f075,CURRENCY,Type,ANNUALMAINTENANCECOST(UGX),Specialty Equipment
ASS_MNG,ASS_CST_INSTALLUGXNUM_UGX_NR,4a1b2c3d-00f3-4e5f-8a9b-1234567890f3,NUMBER,Type,INSTALLATIONCOST(UGX),Casework
ASS_MNG,ASS_CST_INSTALLUGXNUM_UGX_NR,4a1b2c3d-00f3-4e5f-8a9b-1234567890f3,NUMBER,Type,INSTALLATIONCOST(UGX),Electrical Equipment
ASS_MNG,ASS_CST_INSTALLUGXNUM_UGX_NR,4a1b2c3d-00f3-4e5f-8a9b-1234567890f3,NUMBER,Type,INSTALLATIONCOST(UGX),Furniture
ASS_MNG,ASS_CST_INSTALLUGXNUM_UGX_NR,4a1b2c3d-00f3-4e5f-8a9b-1234567890f3,NUMBER,Type,INSTALLATIONCOST(UGX),Generic Models
ASS_MNG,ASS_CST_INSTALLUGXNUM_UGX_NR,4a1b2c3d-00f3-4e5f-8a9b-1234567890f3,NUMBER,Type,INSTALLATIONCOST(UGX),Mechanical Equipment
ASS_MNG,ASS_CST_INSTALLUGXNUM_UGX_NR,4a1b2c3d-00f3-4e5f-8a9b-1234567890f3,NUMBER,Type,INSTALLATIONCOST(UGX),Plumbing Fixtures
ASS_MNG,ASS_CST_INSTALLUGXNUM_UGX_NR,4a1b2c3d-00f3-4e5f-8a9b-1234567890f3,NUMBER,Type,INSTALLATIONCOST(UGX),Specialty Equipment
ASS_MNG,ASS_CST_LIFECYCLEUGXNUM_UGX_NR,4a1b2c3d-00f6-4e5f-8a9b-1234567890f6,NUMBER,Type,LIFECYCLECOST(UGX),Casework
ASS_MNG,ASS_CST_LIFECYCLEUGXNUM_UGX_NR,4a1b2c3d-00f6-4e5f-8a9b-1234567890f6,NUMBER,Type,LIFECYCLECOST(UGX),Electrical Equipment
ASS_MNG,ASS_CST_LIFECYCLEUGXNUM_UGX_NR,4a1b2c3d-00f6-4e5f-8a9b-1234567890f6,NUMBER,Type,LIFECYCLECOST(UGX),Furniture
ASS_MNG,ASS_CST_LIFECYCLEUGXNUM_UGX_NR,4a1b2c3d-00f6-4e5f-8a9b-1234567890f6,NUMBER,Type,LIFECYCLECOST(UGX),Generic Models
ASS_MNG,ASS_CST_LIFECYCLEUGXNUM_UGX_NR,4a1b2c3d-00f6-4e5f-8a9b-1234567890f6,NUMBER,Type,LIFECYCLECOST(UGX),Mechanical Equipment
ASS_MNG,ASS_CST_LIFECYCLEUGXNUM_UGX_NR,4a1b2c3d-00f6-4e5f-8a9b-1234567890f6,NUMBER,Type,LIFECYCLECOST(UGX),Plumbing Fixtures
ASS_MNG,ASS_CST_LIFECYCLEUGXNUM_UGX_NR,4a1b2c3d-00f6-4e5f-8a9b-1234567890f6,NUMBER,Type,LIFECYCLECOST(UGX),Specialty Equipment
ASS_MNG,ASS_CST_QUANTITYNUM_UGX_NR,4a1b2c3d-00f1-4e5f-8a9b-1234567890f1,NUMBER,Type,QUANTITY,Casework
ASS_MNG,ASS_CST_QUANTITYNUM_UGX_NR,4a1b2c3d-00f1-4e5f-8a9b-1234567890f1,NUMBER,Type,QUANTITY,Electrical Equipment
ASS_MNG,ASS_CST_QUANTITYNUM_UGX_NR,4a1b2c3d-00f1-4e5f-8a9b-1234567890f1,NUMBER,Type,QUANTITY,Furniture
ASS_MNG,ASS_CST_QUANTITYNUM_UGX_NR,4a1b2c3d-00f1-4e5f-8a9b-1234567890f1,NUMBER,Type,QUANTITY,Generic Models
ASS_MNG,ASS_CST_QUANTITYNUM_UGX_NR,4a1b2c3d-00f1-4e5f-8a9b-1234567890f1,NUMBER,Type,QUANTITY,Mechanical Equipment
ASS_MNG,ASS_CST_QUANTITYNUM_UGX_NR,4a1b2c3d-00f1-4e5f-8a9b-1234567890f1,NUMBER,Type,QUANTITY,Plumbing Fixtures
ASS_MNG,ASS_CST_QUANTITYNUM_UGX_NR,4a1b2c3d-00f1-4e5f-8a9b-1234567890f1,NUMBER,Type,QUANTITY,Specialty Equipment
ASS_MNG,ASS_CST_TOTALUGXNUM_UGX_NR,4a1b2c3d-00f2-4e5f-8a9b-1234567890f2,NUMBER,Type,TOTALCOST(UGX),Casework
ASS_MNG,ASS_CST_TOTALUGXNUM_UGX_NR,4a1b2c3d-00f2-4e5f-8a9b-1234567890f2,NUMBER,Type,TOTALCOST(UGX),Electrical Equipment
ASS_MNG,ASS_CST_TOTALUGXNUM_UGX_NR,4a1b2c3d-00f2-4e5f-8a9b-1234567890f2,NUMBER,Type,TOTALCOST(UGX),Furniture
ASS_MNG,ASS_CST_TOTALUGXNUM_UGX_NR,4a1b2c3d-00f2-4e5f-8a9b-1234567890f2,NUMBER,Type,TOTALCOST(UGX),Generic Models
ASS_MNG,ASS_CST_TOTALUGXNUM_UGX_NR,4a1b2c3d-00f2-4e5f-8a9b-1234567890f2,NUMBER,Type,TOTALCOST(UGX),Mechanical Equipment
ASS_MNG,ASS_CST_TOTALUGXNUM_UGX_NR,4a1b2c3d-00f2-4e5f-8a9b-1234567890f2,NUMBER,Type,TOTALCOST(UGX),Plumbing Fixtures
ASS_MNG,ASS_CST_TOTALUGXNUM_UGX_NR,4a1b2c3d-00f2-4e5f-8a9b-1234567890f2,NUMBER,Type,TOTALCOST(UGX),Specialty Equipment
ASS_MNG,ASS_CST_UNT_PRCUGXNUM_UGX_NR,4a1b2c3d-00f0-4e5f-8a9b-1234567890f0,NUMBER,Type,Unit Price (UGX),Casework
ASS_MNG,ASS_CST_UNT_PRCUGXNUM_UGX_NR,4a1b2c3d-00f0-4e5f-8a9b-1234567890f0,NUMBER,Type,Unit Price (UGX),Electrical Equipment
ASS_MNG,ASS_CST_UNT_PRCUGXNUM_UGX_NR,4a1b2c3d-00f0-4e5f-8a9b-1234567890f0,NUMBER,Type,Unit Price (UGX),Furniture
ASS_MNG,ASS_CST_UNT_PRCUGXNUM_UGX_NR,4a1b2c3d-00f0-4e5f-8a9b-1234567890f0,NUMBER,Type,Unit Price (UGX),Generic Models
ASS_MNG,ASS_CST_UNT_PRCUGXNUM_UGX_NR,4a1b2c3d-00f0-4e5f-8a9b-1234567890f0,NUMBER,Type,Unit Price (UGX),Mechanical Equipment
ASS_MNG,ASS_CST_UNT_PRCUGXNUM_UGX_NR,4a1b2c3d-00f0-4e5f-8a9b-1234567890f0,NUMBER,Type,Unit Price (UGX),Plumbing Fixtures
ASS_MNG,ASS_CST_UNT_PRCUGXNUM_UGX_NR,4a1b2c3d-00f0-4e5f-8a9b-1234567890f0,NUMBER,Type,Unit Price (UGX),Specialty Equipment
ASS_MNG,ASS_DEPARTMENT_ASSIGNMENT_TXT,f6d2f12b-d9af-5383-86c3-a3c3c937083d,TEXT,Type,DEPARTMENTASSIGNMENT,Casework
ASS_MNG,ASS_DEPARTMENT_ASSIGNMENT_TXT,f6d2f12b-d9af-5383-86c3-a3c3c937083d,TEXT,Type,DEPARTMENTASSIGNMENT,Electrical Equipment
ASS_MNG,ASS_DEPARTMENT_ASSIGNMENT_TXT,f6d2f12b-d9af-5383-86c3-a3c3c937083d,TEXT,Type,DEPARTMENTASSIGNMENT,Furniture
ASS_MNG,ASS_DEPARTMENT_ASSIGNMENT_TXT,f6d2f12b-d9af-5383-86c3-a3c3c937083d,TEXT,Type,DEPARTMENTASSIGNMENT,Generic Models
ASS_MNG,ASS_DEPARTMENT_ASSIGNMENT_TXT,f6d2f12b-d9af-5383-86c3-a3c3c937083d,TEXT,Type,DEPARTMENTASSIGNMENT,Mechanical Equipment
ASS_MNG,ASS_DEPARTMENT_ASSIGNMENT_TXT,f6d2f12b-d9af-5383-86c3-a3c3c937083d,TEXT,Type,DEPARTMENTASSIGNMENT,Plumbing Fixtures
ASS_MNG,ASS_DEPARTMENT_ASSIGNMENT_TXT,f6d2f12b-d9af-5383-86c3-a3c3c937083d,TEXT,Type,DEPARTMENTASSIGNMENT,Specialty Equipment
ASS_MNG,ASS_DESIGN_LTG_LVL_LUX_NR,bfacc484-130a-5d4f-ab93-6980d071f989,NUMBER,Instance,DESIGNLIGHTINGLEVEL(LUX),Casework
ASS_MNG,ASS_DESIGN_LTG_LVL_LUX_NR,bfacc484-130a-5d4f-ab93-6980d071f989,NUMBER,Instance,DESIGNLIGHTINGLEVEL(LUX),Electrical Equipment
ASS_MNG,ASS_DESIGN_LTG_LVL_LUX_NR,bfacc484-130a-5d4f-ab93-6980d071f989,NUMBER,Instance,DESIGNLIGHTINGLEVEL(LUX),Furniture
ASS_MNG,ASS_DESIGN_LTG_LVL_LUX_NR,bfacc484-130a-5d4f-ab93-6980d071f989,NUMBER,Instance,DESIGNLIGHTINGLEVEL(LUX),Generic Models
ASS_MNG,ASS_DESIGN_LTG_LVL_LUX_NR,bfacc484-130a-5d4f-ab93-6980d071f989,NUMBER,Instance,DESIGNLIGHTINGLEVEL(LUX),Mechanical Equipment
ASS_MNG,ASS_DESIGN_LTG_LVL_LUX_NR,bfacc484-130a-5d4f-ab93-6980d071f989,NUMBER,Instance,DESIGNLIGHTINGLEVEL(LUX),Plumbing Fixtures
ASS_MNG,ASS_DESIGN_LTG_LVL_LUX_NR,bfacc484-130a-5d4f-ab93-6980d071f989,NUMBER,Instance,DESIGNLIGHTINGLEVEL(LUX),Specialty Equipment
ASS_MNG,ASS_DESIGN_OCCUPANCY_INT,65769434-297a-58ea-b9af-7a885f365936,INTEGER,Type,DESIGNOCCUPANCY,Casework
ASS_MNG,ASS_DESIGN_OCCUPANCY_INT,65769434-297a-58ea-b9af-7a885f365936,INTEGER,Type,DESIGNOCCUPANCY,Electrical Equipment
ASS_MNG,ASS_DESIGN_OCCUPANCY_INT,65769434-297a-58ea-b9af-7a885f365936,INTEGER,Type,DESIGNOCCUPANCY,Furniture
ASS_MNG,ASS_DESIGN_OCCUPANCY_INT,65769434-297a-58ea-b9af-7a885f365936,INTEGER,Type,DESIGNOCCUPANCY,Generic Models
ASS_MNG,ASS_DESIGN_OCCUPANCY_INT,65769434-297a-58ea-b9af-7a885f365936,INTEGER,Type,DESIGNOCCUPANCY,Mechanical Equipment
ASS_MNG,ASS_DESIGN_OCCUPANCY_INT,65769434-297a-58ea-b9af-7a885f365936,INTEGER,Type,DESIGNOCCUPANCY,Plumbing Fixtures
ASS_MNG,ASS_DESIGN_OCCUPANCY_INT,65769434-297a-58ea-b9af-7a885f365936,INTEGER,Type,DESIGNOCCUPANCY,Specialty Equipment
ASS_MNG,ASS_ELE_COMMENTS_TXT,6a1b2c3d-0010-4e5f-8a9b-123456789010,TEXT,Type,GENERALCOMMENTS,Casework
ASS_MNG,ASS_ELE_COMMENTS_TXT,6a1b2c3d-0010-4e5f-8a9b-123456789010,TEXT,Type,GENERALCOMMENTS,Electrical Equipment
ASS_MNG,ASS_ELE_COMMENTS_TXT,6a1b2c3d-0010-4e5f-8a9b-123456789010,TEXT,Type,GENERALCOMMENTS,Furniture
ASS_MNG,ASS_ELE_COMMENTS_TXT,6a1b2c3d-0010-4e5f-8a9b-123456789010,TEXT,Type,GENERALCOMMENTS,Generic Models
ASS_MNG,ASS_ELE_COMMENTS_TXT,6a1b2c3d-0010-4e5f-8a9b-123456789010,TEXT,Type,GENERALCOMMENTS,Mechanical Equipment
ASS_MNG,ASS_ELE_COMMENTS_TXT,6a1b2c3d-0010-4e5f-8a9b-123456789010,TEXT,Type,GENERALCOMMENTS,Plumbing Fixtures
ASS_MNG,ASS_ELE_COMMENTS_TXT,6a1b2c3d-0010-4e5f-8a9b-123456789010,TEXT,Type,GENERALCOMMENTS,Specialty Equipment
ASS_MNG,ASS_ELE_DESCRIPTION_TXT,6a1b2c3d-0009-4e5f-8a9b-123456789009,TEXT,Type,DETAILEDDESCRIPTION,Casework
ASS_MNG,ASS_ELE_DESCRIPTION_TXT,6a1b2c3d-0009-4e5f-8a9b-123456789009,TEXT,Type,DETAILEDDESCRIPTION,Electrical Equipment
ASS_MNG,ASS_ELE_DESCRIPTION_TXT,6a1b2c3d-0009-4e5f-8a9b-123456789009,TEXT,Type,DETAILEDDESCRIPTION,Furniture
ASS_MNG,ASS_ELE_DESCRIPTION_TXT,6a1b2c3d-0009-4e5f-8a9b-123456789009,TEXT,Type,DETAILEDDESCRIPTION,Generic Models
ASS_MNG,ASS_ELE_DESCRIPTION_TXT,6a1b2c3d-0009-4e5f-8a9b-123456789009,TEXT,Type,DETAILEDDESCRIPTION,Mechanical Equipment
ASS_MNG,ASS_ELE_DESCRIPTION_TXT,6a1b2c3d-0009-4e5f-8a9b-123456789009,TEXT,Type,DETAILEDDESCRIPTION,Plumbing Fixtures
ASS_MNG,ASS_ELE_DESCRIPTION_TXT,6a1b2c3d-0009-4e5f-8a9b-123456789009,TEXT,Type,DETAILEDDESCRIPTION,Specialty Equipment
ASS_MNG,ASS_ELE_ID_TXT,4a1b2c3d-0001-4e5f-8a9b-123456789001,TEXT,Instance,UNIQUEELEMENTIDENTIFIER,Casework
ASS_MNG,ASS_ELE_ID_TXT,4a1b2c3d-0001-4e5f-8a9b-123456789001,TEXT,Instance,UNIQUEELEMENTIDENTIFIER,Electrical Equipment
ASS_MNG,ASS_ELE_ID_TXT,4a1b2c3d-0001-4e5f-8a9b-123456789001,TEXT,Instance,UNIQUEELEMENTIDENTIFIER,Furniture
ASS_MNG,ASS_ELE_ID_TXT,4a1b2c3d-0001-4e5f-8a9b-123456789001,TEXT,Instance,UNIQUEELEMENTIDENTIFIER,Generic Models
ASS_MNG,ASS_ELE_ID_TXT,4a1b2c3d-0001-4e5f-8a9b-123456789001,TEXT,Instance,UNIQUEELEMENTIDENTIFIER,Mechanical Equipment
ASS_MNG,ASS_ELE_ID_TXT,4a1b2c3d-0001-4e5f-8a9b-123456789001,TEXT,Instance,UNIQUEELEMENTIDENTIFIER,Plumbing Fixtures
ASS_MNG,ASS_ELE_ID_TXT,4a1b2c3d-0001-4e5f-8a9b-123456789001,TEXT,Instance,UNIQUEELEMENTIDENTIFIER,Specialty Equipment
ASS_MNG,ASS_ELE_INST_DATE_TXT,6a1b2c3d-0006-4e5f-8a9b-123456789006,TEXT,Type,DATEINSTALLED,Casework
ASS_MNG,ASS_ELE_INST_DATE_TXT,6a1b2c3d-0006-4e5f-8a9b-123456789006,TEXT,Type,DATEINSTALLED,Electrical Equipment
ASS_MNG,ASS_ELE_INST_DATE_TXT,6a1b2c3d-0006-4e5f-8a9b-123456789006,TEXT,Type,DATEINSTALLED,Furniture
ASS_MNG,ASS_ELE_INST_DATE_TXT,6a1b2c3d-0006-4e5f-8a9b-123456789006,TEXT,Type,DATEINSTALLED,Generic Models
ASS_MNG,ASS_ELE_INST_DATE_TXT,6a1b2c3d-0006-4e5f-8a9b-123456789006,TEXT,Type,DATEINSTALLED,Mechanical Equipment
ASS_MNG,ASS_ELE_INST_DATE_TXT,6a1b2c3d-0006-4e5f-8a9b-123456789006,TEXT,Type,DATEINSTALLED,Plumbing Fixtures
ASS_MNG,ASS_ELE_INST_DATE_TXT,6a1b2c3d-0006-4e5f-8a9b-123456789006,TEXT,Type,DATEINSTALLED,Specialty Equipment
ASS_MNG,ASS_ELE_LOC_TXT,ecb32a20-b3f7-43f0-beb0-66e7fec07e2d,TEXT,Type,Equipment Location,Casework
ASS_MNG,ASS_ELE_LOC_TXT,ecb32a20-b3f7-43f0-beb0-66e7fec07e2d,TEXT,Type,Equipment Location,Electrical Equipment
ASS_MNG,ASS_ELE_LOC_TXT,ecb32a20-b3f7-43f0-beb0-66e7fec07e2d,TEXT,Type,Equipment Location,Furniture
ASS_MNG,ASS_ELE_LOC_TXT,ecb32a20-b3f7-43f0-beb0-66e7fec07e2d,TEXT,Type,Equipment Location,Generic Models
ASS_MNG,ASS_ELE_LOC_TXT,ecb32a20-b3f7-43f0-beb0-66e7fec07e2d,TEXT,Type,Equipment Location,Mechanical Equipment
ASS_MNG,ASS_ELE_LOC_TXT,ecb32a20-b3f7-43f0-beb0-66e7fec07e2d,TEXT,Type,Equipment Location,Plumbing Fixtures
ASS_MNG,ASS_ELE_LOC_TXT,ecb32a20-b3f7-43f0-beb0-66e7fec07e2d,TEXT,Type,Equipment Location,Specialty Equipment
ASS_MNG,ASS_ELE_MANUFACTURER_TXT,6a1b2c3d-0002-4e5f-8a9b-123456789002,TEXT,Type,EQUIPMENTMANUFACTURER,Casework
ASS_MNG,ASS_ELE_MANUFACTURER_TXT,6a1b2c3d-0002-4e5f-8a9b-123456789002,TEXT,Type,EQUIPMENTMANUFACTURER,Electrical Equipment
ASS_MNG,ASS_ELE_MANUFACTURER_TXT,6a1b2c3d-0002-4e5f-8a9b-123456789002,TEXT,Type,EQUIPMENTMANUFACTURER,Furniture
ASS_MNG,ASS_ELE_MANUFACTURER_TXT,6a1b2c3d-0002-4e5f-8a9b-123456789002,TEXT,Type,EQUIPMENTMANUFACTURER,Generic Models
ASS_MNG,ASS_ELE_MANUFACTURER_TXT,6a1b2c3d-0002-4e5f-8a9b-123456789002,TEXT,Type,EQUIPMENTMANUFACTURER,Mechanical Equipment
ASS_MNG,ASS_ELE_MANUFACTURER_TXT,6a1b2c3d-0002-4e5f-8a9b-123456789002,TEXT,Type,EQUIPMENTMANUFACTURER,Plumbing Fixtures
ASS_MNG,ASS_ELE_MANUFACTURER_TXT,6a1b2c3d-0002-4e5f-8a9b-123456789002,TEXT,Type,EQUIPMENTMANUFACTURER,Specialty Equipment
ASS_MNG,ASS_ELE_MODELBER_TXT,6a1b2c3d-0003-4e5f-8a9b-123456789003,TEXT,Type,MANUFACTURERMODELNUMBER,Casework
ASS_MNG,ASS_ELE_MODELBER_TXT,6a1b2c3d-0003-4e5f-8a9b-123456789003,TEXT,Type,MANUFACTURERMODELNUMBER,Electrical Equipment
ASS_MNG,ASS_ELE_MODELBER_TXT,6a1b2c3d-0003-4e5f-8a9b-123456789003,TEXT,Type,MANUFACTURERMODELNUMBER,Furniture
ASS_MNG,ASS_ELE_MODELBER_TXT,6a1b2c3d-0003-4e5f-8a9b-123456789003,TEXT,Type,MANUFACTURERMODELNUMBER,Generic Models
ASS_MNG,ASS_ELE_MODELBER_TXT,6a1b2c3d-0003-4e5f-8a9b-123456789003,TEXT,Type,MANUFACTURERMODELNUMBER,Mechanical Equipment
ASS_MNG,ASS_ELE_MODELBER_TXT,6a1b2c3d-0003-4e5f-8a9b-123456789003,TEXT,Type,MANUFACTURERMODELNUMBER,Plumbing Fixtures
ASS_MNG,ASS_ELE_MODELBER_TXT,6a1b2c3d-0003-4e5f-8a9b-123456789003,TEXT,Type,MANUFACTURERMODELNUMBER,Specialty Equipment
ASS_MNG,ASS_ELE_SERIALBER_TXT,6a1b2c3d-0008-4e5f-8a9b-123456789008,TEXT,Type,MANUFACTURERSERIALNUMBER,Casework
ASS_MNG,ASS_ELE_SERIALBER_TXT,6a1b2c3d-0008-4e5f-8a9b-123456789008,TEXT,Type,MANUFACTURERSERIALNUMBER,Electrical Equipment
ASS_MNG,ASS_ELE_SERIALBER_TXT,6a1b2c3d-0008-4e5f-8a9b-123456789008,TEXT,Type,MANUFACTURERSERIALNUMBER,Furniture
ASS_MNG,ASS_ELE_SERIALBER_TXT,6a1b2c3d-0008-4e5f-8a9b-123456789008,TEXT,Type,MANUFACTURERSERIALNUMBER,Generic Models
ASS_MNG,ASS_ELE_SERIALBER_TXT,6a1b2c3d-0008-4e5f-8a9b-123456789008,TEXT,Type,MANUFACTURERSERIALNUMBER,Mechanical Equipment
ASS_MNG,ASS_ELE_SERIALBER_TXT,6a1b2c3d-0008-4e5f-8a9b-123456789008,TEXT,Type,MANUFACTURERSERIALNUMBER,Plumbing Fixtures
ASS_MNG,ASS_ELE_SERIALBER_TXT,6a1b2c3d-0008-4e5f-8a9b-123456789008,TEXT,Type,MANUFACTURERSERIALNUMBER,Specialty Equipment
ASS_MNG,ASS_ELE_STATUS_TXT,6a1b2c3d-0005-4e5f-8a9b-123456789005,TEXT,Type,OPERATIONALSTATUS,Casework
ASS_MNG,ASS_ELE_STATUS_TXT,6a1b2c3d-0005-4e5f-8a9b-123456789005,TEXT,Type,OPERATIONALSTATUS,Electrical Equipment
ASS_MNG,ASS_ELE_STATUS_TXT,6a1b2c3d-0005-4e5f-8a9b-123456789005,TEXT,Type,OPERATIONALSTATUS,Furniture
ASS_MNG,ASS_ELE_STATUS_TXT,6a1b2c3d-0005-4e5f-8a9b-123456789005,TEXT,Type,OPERATIONALSTATUS,Generic Models
ASS_MNG,ASS_ELE_STATUS_TXT,6a1b2c3d-0005-4e5f-8a9b-123456789005,TEXT,Type,OPERATIONALSTATUS,Mechanical Equipment
ASS_MNG,ASS_ELE_STATUS_TXT,6a1b2c3d-0005-4e5f-8a9b-123456789005,TEXT,Type,OPERATIONALSTATUS,Plumbing Fixtures
ASS_MNG,ASS_ELE_STATUS_TXT,6a1b2c3d-0005-4e5f-8a9b-123456789005,TEXT,Type,OPERATIONALSTATUS,Specialty Equipment
ASS_MNG,ASS_ELE_TAG_TXT,6a1b2c3d-0011-4e5f-8a9b-123456789011,TEXT,Type,ASSETTAGNUMBER,Casework
ASS_MNG,ASS_ELE_TAG_TXT,6a1b2c3d-0011-4e5f-8a9b-123456789011,TEXT,Type,ASSETTAGNUMBER,Electrical Equipment
ASS_MNG,ASS_ELE_TAG_TXT,6a1b2c3d-0011-4e5f-8a9b-123456789011,TEXT,Type,ASSETTAGNUMBER,Furniture
ASS_MNG,ASS_ELE_TAG_TXT,6a1b2c3d-0011-4e5f-8a9b-123456789011,TEXT,Type,ASSETTAGNUMBER,Generic Models
ASS_MNG,ASS_ELE_TAG_TXT,6a1b2c3d-0011-4e5f-8a9b-123456789011,TEXT,Type,ASSETTAGNUMBER,Mechanical Equipment
ASS_MNG,ASS_ELE_TAG_TXT,6a1b2c3d-0011-4e5f-8a9b-123456789011,TEXT,Type,ASSETTAGNUMBER,Plumbing Fixtures
ASS_MNG,ASS_ELE_TAG_TXT,6a1b2c3d-0011-4e5f-8a9b-123456789011,TEXT,Type,ASSETTAGNUMBER,Specialty Equipment
ASS_MNG,ASS_ELE_WARRANTY_PERIOD_TXT,6a1b2c3d-0007-4e5f-8a9b-123456789007,TEXT,Type,WARRANTYPERIODYEARS,Casework
ASS_MNG,ASS_ELE_WARRANTY_PERIOD_TXT,6a1b2c3d-0007-4e5f-8a9b-123456789007,TEXT,Type,WARRANTYPERIODYEARS,Electrical Equipment
ASS_MNG,ASS_ELE_WARRANTY_PERIOD_TXT,6a1b2c3d-0007-4e5f-8a9b-123456789007,TEXT,Type,WARRANTYPERIODYEARS,Furniture
