scheduleName,categoryId,fields,Filters,Sorting,Formulas,Header_Color,Text_Color,Background_Color
Finish Schedule,Rooms,"ASS_ID_TXT, BLE_FINISH_TYPE_TXT, ASS_LOC_TXT, ASS_LVL_COD_TXT, ASS_RM_COD_TXT, BLE_ELE_AREA_SQ_M, BLE_FINISH_PAINT_AREA_SQ_M, BLE_FINISH_PAINT_COATS_NR, BLE_FINISH_PAINT_VOLUME_L, BLE_FINISH_PLASTER_AREA_SQ_M, BLE_FINISH_PLASTER_THICKNESS_MM, BLE_FINISH_PLASTER_RATIO_NR, BLE_FINISH_TILE_AREA_SQ_M, BLE_FINISH_TILE_SZ_TXT, BLE_FINISH_TILE_QUANTITY_NR, BLE_FINISH_ADHESIVE_WEIGHT_KG, BLE_FINISH_GROUT_WEIGHT_KG, ASS_MANUFACTURER_TXT, PRJ_COMMENTS_TXT, ASS_STATUS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_LVL_COD_TXT=Level, ASS_MANUFACTURER_TXT=Manufacturer, ASS_RM_COD_TXT=Number, BLE_ELE_AREA_SQ_M=Area, PRJ_COMMENTS_TXT=Comments",#0066CC,#000000,
Structural Schedule,Structural Framing,"ASS_ID_TXT, ASS_TAG_1_TXT, BLE_STRUCT_ELE_TYPE_TXT, ASS_LOC_TXT, ASS_LVL_COD_TXT, PRJ_GRID_REF_TXT, BLE_STRUCT_MAT_TXT, BLE_STRUCT_CONCRETE_GRADE_TXT, BLE_STRUCT_STEEL_GRADE_TXT, BLE_STRUCT_BEAM_SZ_TXT, BLE_STRUCT_COLUMN_SZ_TXT, BLE_STRUCT_SLAB_THICKNESS_MM, BLE_STRUCT_REINFORCEMENT_TXT, BLE_STRUCT_LD_CAP_KN_NR, BLE_STRUCT_FOUNDATION_TYPE_TXT, BLE_STRUCT_SEISMIC_DESIGN_BOOL, BLE_LOAD_BEARING_ELE_BOOL, RGL_UNBS_STD_TXT, PRJ_COMMENTS_TXT, ASS_STATUS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_LVL_COD_TXT=Level, ASS_TAG_1_TXT=Type Mark, BLE_STRUCT_ELE_TYPE_TXT=Type Name, PRJ_COMMENTS_TXT=Comments, PRJ_GRID_REF_TXT=Grid Reference",#404040,#000000,
Accessibility Schedule,Rooms,"ASS_ID_TXT, ASS_TAG_1_TXT, ASS_LOC_TXT, RGL_ACCESS_CMPL_STD_TXT, RGL_ACCESS_CLEAR_WIDTH_MM, RGL_ACCESS_THRESHOLD_HEIGHT_MM, RGL_ACCESS_TURNING_RADIUS_MM, RGL_ACCESS_TACTILE_WARNING_TXT, RGL_ACCESS_BRAILLE_SIGNAGE_BOOL, RGL_ACCESS_HEARING_LOOP_BOOL, RGL_ACCESS_REFUGE_AREA_TXT, PRJ_COMMENTS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_TAG_1_TXT=Type Mark, PRJ_COMMENTS_TXT=Comments",#0066CC,#000000,
Sustainability Schedule,Rooms,"ASS_ID_TXT, ASS_TAG_1_TXT, ASS_LOC_TXT, PER_SUST_ENERGY_RATING_TXT, PER_SUST_LEED_CONTRIB_TXT, PER_SUST_EDGE_CONTRIB_TXT, PER_SUST_CARBON_FOOTPRINT_KG, PER_SUST_RECYCLED_CONTENT_PCT, PER_SUST_RECYCLABLE_BOOL, PER_SUST_WTR_RATING_NR, PER_THERM_U_VALUE_W_M2K_NR, PER_THERM_R_VALUE_M2K_W, PER_THERM_THERMAL_MASS_KJ_M2K_KJ, PER_THERM_SOLAR_ABSORPTANCE_NR, PER_THERM_NATURAL_VENT_TXT, PER_THERM_PASSIVE_DESIGN_TXT, PER_THERM_SHADING_DEVICE_TXT, PER_THERM_CONDENSATION_RISK_TXT, PRJ_COMMENTS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_TAG_1_TXT=Type Mark, PRJ_COMMENTS_TXT=Comments",#0066CC,#000000,
Environmental Schedule,Rooms,"ASS_ID_TXT, ASS_LOC_TXT, PER_ENVIRONMENTAL_CLIMATE_ZONE_TXT, PER_ENVIRONMENTAL_ALTITUDE_M, PER_ENVIRONMENTAL_TEMP_DESIGN_C, PER_ENVIRONMENTAL_HUMIDITY_DESIGN_PCT, PER_ENVIRONMENTAL_RAINFALL_ANNUAL_MM, PER_ENVIRONMENTAL_CORROSION_PROT_TXT, PER_ENVIRONMENTAL_DUST_PROT_REQ_BOOL, PER_ENVIRONMENTAL_TERMITE_PROT_BOOL, PRJ_COMMENTS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, PRJ_COMMENTS_TXT=Comments",#0066CC,#000000,
Acoustic Schedule,Rooms,"ASS_ID_TXT, ASS_TAG_1_TXT, ASS_LOC_TXT, ASS_RM_COD_TXT, PER_ACOUSTICS_STC_RATING_TXT, PER_ACOUSTICS_IIC_RATING_TXT, PER_ACOUSTICS_BACKGROUND_NOISE_DB, PER_ACOUSTICS_REVERBERATION_TIME_SEC_NR, PER_ACOUSTICS_ISOLATION_REQ_BOOL, PER_ACOUSTICS_TREATMENT_TYPE_TXT, BLE_CEILING_NOISE_REDCTION_COEFFICIENT_NRC_NR, BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR, BLE_FLR_IMPACT_SOUND_INS_DB, PRJ_COMMENTS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_RM_COD_TXT=Number, ASS_TAG_1_TXT=Type Mark, PRJ_COMMENTS_TXT=Comments",#0066CC,#000000,
Concrete Schedule,Structural Foundations,"ASS_ID_TXT, ASS_TAG_1_TXT, BLE_STRUCT_ELE_TYPE_TXT, ASS_LOC_TXT, PRJ_GRID_REF_TXT, CST_S_CON_TYPE_TXT, CST_S_CON_GRADE_TXT, CST_S_CON_STRENGTH_MPA, CST_S_CON_MIX_RATIO_TXT, CST_S_CON_VOLUME_CU_M, CST_S_CON_VOLUME_WASTAGE_CU_M, CST_S_CON_CEMENT_BAGS_NR, CST_S_CON_SAND_VOLUME_CU_M, CST_S_CON_AGGREGATE_VOLUME_CU_M, CST_S_CON_WTR_VOLUME_L, CST_S_CON_ADMIXTURE_TXT, CST_S_CON_SLUMP_MM, CST_S_CON_CURING_DAYS_NR, CST_S_CON_POUR_SEQUENCE_TXT, CST_S_CON_CST_TOTAL_UGX_NR, PRJ_COMMENTS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_TAG_1_TXT=Type Mark, BLE_STRUCT_ELE_TYPE_TXT=Type Name, PRJ_COMMENTS_TXT=Comments, PRJ_GRID_REF_TXT=Grid Reference",#404040,#000000,
Reinforcement Schedule,Structural Framing,"ASS_ID_TXT, ASS_TAG_1_TXT, BLE_STRUCT_ELE_TYPE_TXT, ASS_LOC_TXT, PRJ_GRID_REF_TXT, CST_S_REI_MARK_PREFIX_TXT, CST_S_REI_TYPE_TXT, CST_S_REI_GRADE_TXT, CST_S_REI_DIAMETER_MM, CST_S_REI_LENGTH_M, CST_S_REI_SPACING_MM, CST_S_REI_COVER_MM, CST_S_REI_OVERLAP_LENGTH_MM, CST_S_REI_WEIGHT_KG, CST_S_REI_WEIGHT_WASTAGE_KG, CST_S_REI_WIRE_WEIGHT_KG, CST_S_REI_SCHEDULE_REF_TXT, CST_S_REI_CST_TOTAL_UGX_NR, PRJ_COMMENTS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_TAG_1_TXT=Type Mark, BLE_STRUCT_ELE_TYPE_TXT=Type Name, PRJ_COMMENTS_TXT=Comments, PRJ_GRID_REF_TXT=Grid Reference",#404040,#000000,
Masonry Schedule,Walls,"ASS_ID_TXT, ASS_TAG_1_TXT, ASS_LOC_TXT, ASS_LVL_COD_TXT, CST_S_MAS_BRICK_TYPE_TXT, CST_S_MAS_BRICK_STRENGTH_TXT, CST_S_MAS_WALL_THICKNESS_MM, CST_S_MAS_WALL_AREA_SQ_M, CST_S_MAS_OPENING_AREA_SQ_M, CST_S_MAS_NET_AREA_SQ_M, CST_S_MAS_BRICK_QUANTITY_NR, CST_S_MAS_BRICK_WASTAGE_NR, CST_S_MAS_MORTAR_TYPE_TXT, CST_S_MAS_MORTAR_RATIO_TXT, CST_S_MAS_MORTAR_VOLUME_CU_M, CST_S_MAS_CEMENT_BAGS_NR, CST_S_MAS_SAND_VOLUME_CU_M, CST_S_MAS_WASTAGE_FCT_PCT, CST_S_MAS_CST_TOTAL_UGX_NR, PRJ_COMMENTS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_LVL_COD_TXT=Level, ASS_TAG_1_TXT=Type Mark, PRJ_COMMENTS_TXT=Comments",#0066CC,#000000,
Formwork Schedule,Structural Framing,"ASS_ID_TXT, ASS_TAG_1_TXT, BLE_STRUCT_ELE_TYPE_TXT, ASS_LOC_TXT, ASS_LVL_COD_TXT, CST_S_FRM_TYPE_TXT, CST_S_FRM_SLAB_AREA_SQ_M, CST_S_FRM_BEAM_AREA_SQ_M, CST_S_FRM_COLUMN_AREA_SQ_M, CST_S_FRM_TIMBER_VOLUME_CU_M, CST_S_FRM_PLYWOOD_SHEETS_NR, CST_S_FRM_PROPS_QUANTITY_NR, CST_S_FRM_REUSE_CYCLES_NR, CST_S_FRM_RELEASE_AGENT_L, CST_S_FRM_STRIPPING_TIME_DAYS, CST_S_FRM_CST_TOTAL_UGX_NR, PRJ_COMMENTS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_LVL_COD_TXT=Level, ASS_TAG_1_TXT=Type Mark, BLE_STRUCT_ELE_TYPE_TXT=Type Name, PRJ_COMMENTS_TXT=Comments",#404040,#000000,
Earthworks Schedule,Structural Foundations,"ASS_ID_TXT, ASS_TAG_1_TXT, ASS_LOC_TXT, PRJ_GRID_REF_TXT, CST_S_EAR_EXCAVATION_METHOD_TXT, CST_S_EAR_SOIL_TYPE_TXT, CST_S_EAR_EXCAVATION_DEPTH_M, CST_S_EAR_EXCAVATION_VOLUME_CU_M, CST_S_EAR_FILL_MAT_TXT, CST_S_EAR_BACKFILL_VOLUME_CU_M, CST_S_EAR_COMPACTION_NR, CST_S_EAR_HARDCORE_THICKNESS_MM, CST_S_EAR_HARDCORE_VOLUME_CU_M, CST_S_EAR_BLINDING_VOLUME_CU_M, CST_S_EAR_GEOTEXTILE_AREA_SQ_M, PRJ_COMMENTS_TXT",,,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_TAG_1_TXT=Type Mark, PRJ_COMMENTS_TXT=Comments, PRJ_GRID_REF_TXT=Grid Reference",#404040,#000000,
Procurement Schedule,Generic Models,"ASS_ID_TXT, ASS_PRODCT_COD_TXT, ASS_DESCRIPTION_TXT, ASS_PMT_QTY_ORDERED_NR, ASS_PMT_INV_UNIT_TXT, ASS_PMT_PRO_SUPPLIER_TXT, CST_SUP_PREFERRED_SUPPLIER_TXT, CST_SUP_ALTERNATIVE_SUPPLIERS_TXT, CST_SUP_LOCAL_SUPPLIER_TXT, CST_SUP_COUNTRY_OF_ORIGIN_INT, CST_IMPORT_REQUIRED_BOOL, CST_LOCAL_MAT_BOOL, CST_SUP_PROCUREMENT_LEAD_TIME_DAYS, CST_DELIVERY_LEAD_TIME_DAYS, CST_SUP_CUSTOMS_CLEARANCE_DAYS, CST_SUP_SHIPPING_METHOD_TXT, CST_SUP_PAYMENT_TERMS_TXT, CST_SUP_QUALITY_INSP_REQ_BOOL, ASS_PMT_PRO_PO_NR_TXT, ASS_PMT_PRO_DELIVERY_DATE_TXT, PRJ_COMMENTS_TXT",,,"ASS_DESCRIPTION_TXT=Description, ASS_ID_TXT=Mark, ASS_PRODCT_COD_TXT=Assembly Code, PRJ_COMMENTS_TXT=Comments",#808080,#000000,
Asset Schedule,Generic Models,"ASS_ID_TXT, ASS_EQUIPMENT_TAG_TXT, ASS_DESCRIPTION_TXT, ASS_CAT_TXT, ASS_LOC_TXT, ASS_MANUFACTURER_TXT, ASS_MODEL_NR_TXT, ASS_SERIAL_NR_TXT, ASS_PART_NUMBER_TXT, ASS_INST_DATE_TXT, ASS_WARRANTY_PERIOD_TXT, ASS_WARRANTY_EXPIRATION_DATE_TXT, ASS_EXPECTED_LIFE_YEARS_YRS, ASS_MAINTENANCE_SCHEDULE_TXT, ASS_MAINTENANCE_FREQUENCY_MONTHS, ASS_CRITICALITY_RATING_NR, ASS_OANDM_MANUALS_PROVIDED_TXT, ASS_LOCAL_SERVICE_AVAILABLE_TXT, ASS_STATUS_TXT, PRJ_COMMENTS_TXT",,,"ASS_CAT_TXT=Category, ASS_DESCRIPTION_TXT=Description, ASS_EQUIPMENT_TAG_TXT=Mark, ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_MANUFACTURER_TXT=Manufacturer, ASS_MODEL_NR_TXT=Model, ASS_PART_NUMBER_TXT=Part Number, ASS_SERIAL_NR_TXT=Serial Number, PRJ_COMMENTS_TXT=Comments",#808080,#000000,
Cost Schedule,Generic Models,"ASS_ID_TXT, ASS_DESCRIPTION_TXT, ASS_PMT_INV_UNIT_TXT, ASS_PMT_QTY_ORDERED_NR, ASS_PMT_CST_UNIT_RATE_UGX_NR, ASS_PMT_CST_MAT_CST_UGX_NR, ASS_PMT_CST_LABOUR_CST_UGX_NR, ASS_PMT_CST_TOTAL_CST_UGX_NR, ASS_CST_UNIT_PRICE_UGX_NR, ASS_CST_TOTAL_UGX_NR, ASS_CST_INSTALL_UGX_NR, ASS_CST_ANNUAL_MAINTENANCE_UGX_NR, ASS_CST_LIFECYCLE_UGX_NR, CST_ENERGY_ANNUAL_UGX_NUM_NR, PRJ_COMMENTS_TXT",,,"ASS_CST_UNIT_PRICE_UGX_NR=Cost, ASS_DESCRIPTION_TXT=Description, ASS_ID_TXT=Mark, PRJ_COMMENTS_TXT=Comments",#808080,#000000,
Ass_Cat_Txt,Generic Models,"ASS_DEPARTMENT_ASSIGNMENT_TXT, f6d2f12b-d9af-5383-86c3-a3c3c937083d, TEXT, ASS_MNG, Ass Department Assignment Txt [ISO 19650-3:2020]",,,ASS_DEPARTMENT_ASSIGNMENT_TXT=Department,#808080,#000000,
